symbol	length	exp_syn	exp_alt
CPEB4	729	1478	5083
STC2	302	615	2103
ATP6V0E1	65	131	454
FBXW11	542	1075	3803
THOC3	351	692	2467
RPL26L1	145	283	1022
DNAH5	4624	9014	32602
WDR70	654	1277	4609
RAI14	980	1841	6979
TARS	723	1351	5156
SLC1A3	542	1158	3720
AMBP	352	727	2441
WHRN	524	1216	3500
COBL	1261	2723	8626
ARRDC3	414	829	2897
SLF1	1058	1970	7552
CENPE	2701	4714	19595
TET2	1194	2282	8464
ARHGEF38	219	398	1573
ENPEP	957	1868	6745
CASP6	293	568	2069
LEF1	399	795	2796
EGF	1207	2380	8483
PAPSS1	624	1244	4372
SEC24B	1268	2698	8714
MCM8	824	1653	5763
NME5	212	406	1502
PAIP2	127	203	940
SIL1	461	975	3174
IPCEF1	437	849	3084
ANKRD7	254	481	1805
MRPL22	126	249	885
IQCG	443	789	3198
LSG1	658	1268	4654
PCNP	178	359	1243
ST3GAL6	213	402	1515
RBM27	1060	2166	7374
JAKMIP2	810	1513	5777
SHOC2	536	1078	3746
TLE4	748	1564	5168
WWC1	1113	2328	7689
GABRP	440	874	3086
SPDL1	605	1104	4341
FAM188B	757	1585	5228
SSBP1	148	301	1031
TRPV5	729	1564	4997
ABCB6	842	1902	5676
PECR	303	645	2082
VDAC1	283	597	1950
CDKL3	592	1096	4232
UBE2B	152	297	1071
PITX1	314	671	2155
FSTL4	842	1773	5805
AFF4	1163	2285	8182
KCTD20	127	267	876
ZMIZ2	894	2030	6016
CUL7	1698	3646	11636
MED20	212	428	1480
XPO5	1204	2438	8398
SRF	508	1191	3381
SEMA3C	751	1479	5280
SEMA3A	771	1464	5475
NRP1	923	1818	6489
CCNY	287	572	2011
COL6A5	2611	5162	18337
APBA1	837	1691	5842
PIP5K1B	540	1068	3792
TNPO3	923	1908	6399
TAX1BP1	747	1346	5377
CPVL	476	920	3364
HIBADH	336	720	2304
UGT2B10	528	1006	3746
STAP1	295	567	2088
ADGRF5	1346	2692	9422
POLB	335	637	2378
SLC17A2	439	964	2987
WWP1	922	1790	6508
CALB1	261	484	1865
NBN	754	1431	5355
ST7	585	1172	4093
TFEC	347	689	2434
WNT2	360	704	2536
ANXA11	472	1031	3217
NRXN2	1712	3860	11548
MYRF	1111	2437	7562
PRDX5	214	497	1429
POLA2	598	1267	4115
B3GAT3	335	801	2214
MGST2	147	317	1006
ADH4	380	797	2623
MTTP	894	1810	6236
BLVRA	296	600	2064
KIF9	790	1566	5544
LARS2	903	1825	6302
USP4	963	1895	6772
PTPN23	1636	3655	11069
PRKAR2A	404	816	2820
EXOSC7	291	607	2012
SCAP	1279	2917	8594
OPRK1	380	789	2631
ICA1	482	911	3427
ABCC5	1394	2923	9623
CLCN2	898	2020	6062
MCCC1	725	1457	5068
LAMP3	416	921	2823
WASF1	140	271	989
AHI1	1196	2248	8516
ALDH8A1	487	1009	3374
UBXN8	270	557	1873
GNAS	379	730	2681
PMEPA1	237	516	1617
PON3	354	714	2472
SLC25A13	675	1444	4631
NPTX2	431	961	2918
PPP6R3	793	1500	5637
CPT1A	773	1560	5397
GAL	123	280	827
FBXO3	471	914	3325
KIAA1549L	1235	2769	8346
ABCA2	2436	5382	16542
NSMF	528	1101	3651
RPS6KA2	733	1524	5073
TCIRG1	830	1866	5604
CHKA	457	908	3205
ADAM18	739	1372	5279
ADAM2	735	1350	5265
ANK1	1897	4098	12975
KAT6A	2004	3832	14204
SLC26A4	780	1667	5353
PRKAR2B	418	845	2917
DUS4L	317	601	2252
ABCB4	1286	2647	8927
ABCB1	1280	2623	8897
ADAM22	906	1773	6381
DBF4	674	1237	4829
SRI	198	401	1381
RBM48	367	712	2591
CDK6	326	681	2253
SGCE	437	875	3058
CDK14	451	913	3146
ANKIB1	1089	2102	7699
VPS41	209	377	1504
ANLN	1124	2274	7842
EIF4H	248	519	1713
GTF2IRD1	959	2088	6543
WBSCR22	281	596	1933
ADAM28	775	1429	5546
STMN4	189	362	1339
DMTN	405	876	2769
LZTS1	596	1254	4110
R3HCC1	440	975	2985
SH2D4A	454	875	3211
SLC18A1	493	1110	3327
PDLIM2	366	826	2468
RUNX1T1	604	1253	4183
FSCN3	498	1028	3454
ZNF800	664	1280	4696
ACAT1	427	913	2930
ELMOD1	334	624	2382
EXPH5	1989	3855	14046
ADAP1	374	754	2612
PMS2	862	1699	6059
MAD1L1	718	1469	4993
GET4	327	691	2252
RUFY2	196	339	1425
HNRNPH3	346	690	2424
CCAR1	1150	2179	8171
REXO2	237	452	1681
SQLE	574	1196	3970
SNX19	992	2152	6776
BRINP1	761	1478	5371
MYO3A	1616	3078	11466
GAPVD1	629	1282	4379
MAPKAP1	522	1017	3681
GTF2H1	548	1052	3880
SERGEF	458	965	3157
CSRP3	194	378	1368
KCNC1	585	1239	4026
PIK3C2A	1686	3316	11858
FAM160A2	986	2320	6554
RNF141	230	445	1625
HPX	462	956	3202
IDE	1019	1936	7235
BTAF1	1849	3677	12964
CCNJ	372	755	2593
TCTN3	625	1329	4296
CPEB3	698	1454	4828
DAXX	740	1579	5081
MLN	114	236	790
GLT8D1	371	748	2591
RBM6	1123	2182	7925
TMEM115	351	829	2330
GNAI2	303	573	2154
HYAL1	435	938	2977
DOCK3	2030	4042	14228
CACNA2D2	1145	2387	7918
ITIH4	930	1990	6380
SLIT1	1534	3225	10581
SFRP5	317	664	2189
GMEB2	530	1198	3572
GID8	228	431	1621
DIDO1	2240	4823	15337
SLC2A4RG	387	927	2556
PRPF6	941	1931	6538
TIMP3	211	414	1485
SLC5A4	659	1403	4528
FBXO7	522	1121	3577
SLC5A1	664	1403	4573
PISD	375	805	2570
EIF2B2	351	740	2419
TTLL8	834	1750	5756
RNF185	136	282	942
TTLL1	423	826	2981
MTFP1	166	395	1099
TEF	303	657	2070
B4GALNT3	998	2067	6915
PDE6H	83	168	579
ERP27	273	537	1920
BCL2L14	252	495	1773
GABARAPL1	117	217	836
DNM1L	699	1455	4836
ALG10	473	921	3336
PIK3C2G	1445	2721	10284
PLCZ1	608	1136	4336
AEBP2	503	1005	3522
SLCO1C1	712	1461	4947
ETNK1	452	929	3139
ZCRB1	217	385	1568
TMEM117	514	953	3673
C1RL	487	1006	3377
NDUFA9	377	807	2586
CLSTN3	956	2010	6594
KLRG1	195	377	1378
TAPBPL	468	1059	3153
CD27	260	540	1800
RBP5	135	267	948
PEX5	602	1269	4149
SLC38A4	547	1114	3809
AMIGO2	522	1086	3612
SCAF11	117	204	849
ANP32D	131	248	931
LLPH	129	215	946
9-Mar	346	789	2325
INHBE	350	817	2333
GLIPR1	266	529	1865
BEST3	72	146	502
PHLDA1	401	857	2752
TMEM19	336	728	2296
LGR5	907	1929	6234
CPSF6	588	1314	3978
SLC6A15	730	1453	5117
TMTC3	914	1781	6445
LUM	338	672	2370
KERA	352	683	2485
SNRPF	86	161	613
AMDHD1	426	890	2944
NEDD1	660	1310	4630
SYCP3	236	400	1724
ASCL1	236	506	1618
GAS2L3	694	1458	4788
SLC15A4	577	1312	3881
TDG	406	765	2889
CHFR	623	1284	4323
SLC46A3	461	950	3199
CDK2	298	645	2037
SUOX	545	1202	3703
SLC39A5	540	1369	3491
CCDC65	497	911	3562
TARBP2	366	828	2466
DHH	396	954	2610
GPR84	396	877	2687
NPFF	113	243	774
NABP2	211	463	1436
SMARCC2	1214	2543	8383
N4BP2L2	583	1018	4229
MAP3K12	859	1919	5812
ITGB7	798	1716	5466
CSAD	520	1133	3547
ERBB3	1342	2808	9270
LMBR1L	489	1135	3266
C12orf10	376	821	2563
ESYT1	1114	2451	7575
TMBIM6	237	479	1654
ANKRD52	1076	2396	7288
KRT71	523	1084	3623
RB1	928	1813	6539
DIABLO	186	369	1305
SBNO1	1392	2771	9757
SETD1B	1923	4281	13026
VPS33A	596	1215	4149
VPS37B	285	637	1928
RHOF	211	456	1443
DIAPH3	1112	2078	7930
SLAIN1	349	715	2426
RBM26	980	1981	6839
SRRM4	611	1321	4178
METTL21C	264	530	1846
RNF113B	322	640	2258
ZIC5	663	1528	4439
RAB20	234	480	1626
ANKRD10	420	869	2911
TTC6	520	951	3729
SSTR1	391	856	2663
CDH24	819	1896	5475
REM2	340	770	2290
CBLN3	205	503	1342
TINF2	451	992	3067
NOP9	636	1461	4263
FITM1	292	693	1935
FANCM	2048	3841	14591
PELI2	420	857	2923
RTN1	776	1707	5277
C14orf37	774	1598	5368
SLC38A6	456	931	3173
RDH12	316	717	2127
RAB15	208	421	1451
WDR89	387	743	2740
ESR2	439	898	3053
STON2	905	1831	6314
GPR65	337	637	2396
PTGR2	351	693	2466
JDP2	174	384	1182
AK7	723	1391	5116
FAM181A	354	776	2410
ITPK1	414	873	2853
FBLN5	489	975	3426
TRIP11	1979	3581	14230
DUOXA1	483	1103	3244
ZNF280D	979	1811	7000
TCF12	682	1433	4705
MFAP1	439	812	3139
SORD	357	785	2428
MYEF2	576	1121	4063
LYSMD2	215	477	1458
SLC27A2	620	1291	4289
FGF7	194	353	1393
HDC	662	1363	4595
MYZAP	466	891	3303
BNIP2	435	885	3030
RAD51	339	717	2334
SRP14	136	288	936
DISP2	1401	3240	9369
TTBK2	1244	2564	8632
COMMD4	199	436	1355
UBE2Q2	375	708	2667
ETFA	64	155	421
BCL2A1	175	334	1241
TSPAN3	253	522	1755
WDR61	305	614	2131
MAN2C1	1040	2254	7106
MESDC1	362	859	2399
TPM1	284	527	2029
IGF1R	1367	2735	9568
ARRDC4	418	901	2861
PIF1	641	1531	4238
USP3	498	939	3543
CYP11A1	521	1068	3621
BBS4	519	1019	3652
PML	882	1908	6030
ADAMTS17	1095	2328	7527
CCDC33	367	792	2511
HEXA	529	1091	3670
SCAMP2	329	707	2254
RHCG	479	1002	3309
POLG	1239	2570	8581
RLBP1	317	632	2221
WDR93	686	1357	4817
TICRR	1910	4058	13132
DET1	550	1128	3822
MFGE8	387	795	2688
ZNF710	664	1314	4662
ST8SIA2	375	776	2599
FURIN	794	1735	5411
IQGAP1	1657	3235	11678
CRTC3	619	1379	4192
EFL1	1120	2203	7877
SEC11A	179	364	1247
12-Sep	358	752	2470
ABAT	500	1003	3497
PMM2	246	469	1745
PRSS36	855	1977	5718
ITGAX	1163	2484	7983
ARMC5	935	2394	6021
FTO	129	254	907
UQCRC2	453	969	3108
CDR2	454	882	3204
IGSF6	241	502	1667
NKD1	470	1001	3229
DHX38	1227	2490	8553
TXNL4B	149	282	1059
MARVELD3	401	877	2732
ZFHX3	3703	7534	25793
NUDT7	238	491	1651
CMTM2	248	509	1723
CDH11	796	1620	5544
NOL3	208	473	1399
MAP1LC3B	125	240	885
CDH13	760	1607	5233
ZCCHC14	949	2053	6488
ADAD2	665	1555	4430
IRF8	426	868	2966
ZNF174	407	797	2866
RPL3L	407	855	2808
NDUFB10	172	302	1246
PDPK1	429	882	2979
DEF8	512	1057	3551
CBFA2T3	653	1467	4410
GALNS	522	1099	3599
GAS8	478	929	3373
SPG7	795	1721	5434
MED9	146	294	1020
NCOR1	2440	5057	16903
COPS3	423	807	3000
GID4	300	646	2054
CPNE7	633	1339	4358
PHF12	704	1486	4850
PIGS	41	102	267
KSR1	846	1802	5812
NEK8	692	1553	4675
DPEP3	513	1186	3431
GFOD2	385	844	2621
NOB1	412	861	2847
PRPSAP2	369	751	2570
UNC45B	931	1992	6387
TSPOAP1	1797	4030	12143
PCTP	214	409	1517
OR4D1	310	663	2127
KIF2B	673	1352	4705
EPN3	632	1449	4239
TOB1	345	662	2443
SPATA22	269	514	1907
SGSM2	1051	2167	7292
LRRC46	321	694	2195
SSH2	1423	2848	9959
RHBDL3	404	883	2753
SPACA3	215	458	1477
ABCA8	1581	3142	11087
ABCA10	1543	2962	10925
MPP2	552	1209	3759
G6PC3	346	767	2347
CLTC	1675	3261	11814
C17orf64	236	467	1657
SS18	387	704	2779
CDH2	906	1861	6293
TAF4B	862	1960	5798
AFG3L2	797	1655	5518
IMPA2	288	645	1947
GNAL	381	716	2713
SLC39A6	755	1458	5337
DTNA	452	944	3124
C18orf21	110	213	777
GALNT1	559	1071	3960
ASXL3	2248	4643	15589
MEP1B	701	1357	4952
SLC25A52	307	631	2132
GAREM1	876	1833	6051
ESCO1	840	1557	6003
GATA6	595	1400	3955
LAMA3	1724	3487	12029
GREB1L	1814	3726	12600
C18orf8	657	1316	4597
NPC1	1278	2617	8885
MYH10	1976	3819	13965
ARRB2	409	880	2801
ZMYND15	750	1681	5069
SAT2	170	347	1183
ASGR1	291	573	2046
PIK3R5	211	467	1432
TP53	393	830	2707
CCDC40	579	1189	4022
ARHGDIA	204	411	1425
TTYH2	534	1155	3651
RAB40B	99	208	683
EIF4A3	411	833	2866
FN3KRP	309	626	2155
TRIM65	517	1156	3497
CBX8	389	862	2639
SECTM1	248	550	1682
RNF157	679	1428	4683
CEP131	1083	2345	7402
ZNF750	723	1587	4920
CBX4	560	1180	3860
CBX2	211	442	1457
RNF165	346	726	2388
DYM	669	1343	4678
ELAC1	363	755	2512
MBD1	605	1322	4123
TNFRSF11A	299	641	2050
SERPINB13	400	754	2846
SERPINB12	405	757	2888
ZCCHC2	1178	2574	8028
CBLN2	224	501	1515
PMAIP1	136	300	924
ERBB2	1255	2733	8562
KRT10	584	1262	3994
PNMT	282	627	1911
ARL5C	179	351	1260
IGFBP4	258	560	1762
TXNL4A	142	252	1026
AKAP8	692	1387	4841
CYP4F22	531	1125	3654
MISP3	361	867	2382
SAMD1	129	280	881
SLC39A3	314	734	2092
PLPP2	232	520	1568
MED16	218	439	1523
ZNF544	715	1328	5107
ZIM3	472	825	3423
PRDM15	1507	3035	10528
FEM1A	669	1483	4538
CIB3	187	355	1328
CALR3	384	690	2766
SH3GL1	368	757	2555
ARMC6	476	1039	3245
DMRTC2	367	865	2438
CCDC97	343	714	2373
ZNF45	682	1238	4900
BCKDHA	445	922	3083
ZFP14	533	925	3872
ZNF155	538	966	3876
SSBP4	385	849	2616
SMG9	520	1114	3566
HUNK	714	1496	4930
LRRC56	542	1294	3584
IFNAR1	557	1052	3961
SOD1	154	321	1065
SIK1	783	1779	5268
DNMT3L	387	799	2684
SCYL1	808	1714	5558
DOPEY2	145	303	1002
IL19	177	336	1257
EMP3	163	348	1119
DMWD	674	1572	4494
SAE1	346	705	2409
BCAM	628	1438	4214
NTN5	489	1136	3265
LMTK3	1489	3547	9854
GEMIN7	131	302	877
CBLC	474	1039	3227
WDR62	1518	3272	10390
FXYD7	80	176	544
ADAMTS10	1103	2385	7542
SLC6A3	620	1351	4229
CAPN10	274	646	1820
KIR3DL2	438	949	2993
ZNF581	197	430	1343
LILRB4	131	289	890
ZNF816	97	184	689
CACNG8	425	1022	2803
C19orf52	260	604	1736
FBN3	2809	5727	19554
EVI5L	794	1665	5481
TIMM44	452	923	3145
TM4SF5	197	447	1326
SLC47A1	570	1288	3842
KLHDC4	520	1055	3625
PSMB6	239	536	1615
GPR32	356	789	2415
ACPT	426	1055	2779
ZNF473	871	1579	6260
RPS11	158	320	1102
PTH2	100	268	632
SPIB	177	383	1210
IGLON5	336	789	2235
RCN3	328	679	2273
ZNF614	585	1070	4195
WRAP73	460	957	3183
PRDM16	1276	2639	8845
ARHGEF19	802	1799	5419
PGD	483	984	3363
SH3BGRL3	93	195	642
IL22RA1	574	1263	3903
ZNF593	156	353	1051
C1orf216	229	476	1585
EVA1B	165	390	1095
PLK4	970	1880	6850
FCN3	299	644	2047
ITGB3BP	177	318	1275
TINAGL1	467	975	3228
MOB3C	268	539	1873
CYP4B1	511	1044	3555
SLC44A3	653	1317	4560
CTTNBP2NL	639	1327	4424
PSMA5	241	483	1686
CD53	219	450	1521
PROK1	105	225	720
CELSR2	2923	6549	19758
GPR161	546	1172	3742
MPC2	127	268	875
SFT2D2	160	339	1101
DUSP27	1158	2286	8136
POU2F1	57	115	398
ILDR2	639	1335	4416
FCGR2A	317	647	2206
NUF2	464	825	3351
UAP1	522	1006	3692
PRCC	491	1075	3344
FCRL4	515	1102	3533
TOR1AIP1	599	1244	4147
HMCN1	5635	11734	38981
PRUNE1	453	974	3103
SF3B4	424	973	2843
CGN	1203	2554	8273
S100A11	105	209	736
SETDB1	1291	2628	8991
ADAMTSL4	1074	2440	7226
CTSK	329	636	2325
CERS2	380	770	2650
ENSA	117	222	831
POGZ	1410	3003	9687
GOLPH3L	285	599	1966
KCNH1	989	2010	6891
EIF2D	584	1210	4046
CRNN	495	998	3457
ADAM15	814	1837	5489
JTB	146	299	1015
TPM3	285	521	2044
NUP210L	1736	3619	12005
SLC27A3	811	1906	5393
UBAP2L	1079	2362	7349
GON4L	2240	4509	15651
CREB3L4	395	858	2697
KCNN3	731	1527	5052
CAPN9	690	1354	4856
ACP1	158	292	1130
SDE2	451	907	3152
ARF1	181	365	1264
ITPKB	946	2043	6471
CNIH3	160	307	1133
LEFTY1	366	830	2464
C1orf35	263	541	1826
LBR	615	1246	4289
WNT9A	365	807	2478
EPHX1	455	914	3181
REN	406	850	2804
PPFIA4	701	1501	4808
PLEKHA6	1048	2233	7199
ARL8A	186	359	1315
OSR1	266	576	1818
GDF7	450	1104	2946
PDIA6	440	908	3052
RHOB	196	406	1358
ATP6V1C2	427	869	2974
GALM	342	727	2351
RPL21	160	308	1132
ABCG8	673	1412	4645
CALM2	149	263	1078
RPS27A	156	297	1107
WDPCP	746	1485	5229
VPS54	977	1889	6904
REG3G	175	349	1226
ETAA1	926	1722	6612
SNRPG	76	137	547
CLEC4F	589	1125	4176
MEIS1	390	749	2761
OTOF	1997	4138	13835
TRIM43	446	812	3202
MRPS5	430	872	2998
ANKRD53	343	707	2380
TPRKB	175	348	1227
NAT8	227	489	1554
EXOC6B	811	1560	5739
SFXN5	340	769	2291
TEX261	196	418	1346
DUSP11	377	727	2666
SULT1C4	302	540	2178
MALL	153	332	1045
RALB	206	389	1465
C1QL2	287	644	1939
TMEM177	311	718	2081
SLC20A1	679	1432	4679
FBLN7	261	584	1765
ZC3H8	291	491	2128
CNGA3	694	1423	4823
FAHD2B	314	667	2159
UBXN4	508	1010	3562
NXPH2	264	531	1845
THSD7B	1608	3163	11309
GPR17	367	825	2478
POLR2D	142	268	1010
AMMECR1L	310	653	2137
SLC4A10	1106	2225	7729
SCRN3	424	798	3018
WIPF1	510	1238	3352
LNPK	428	880	2972
TMEFF2	374	710	2656
UBR3	1888	3654	13338
KLHL23	558	1042	3980
METTL21A	236	495	1629
UNC80	3234	6685	22421
PTH2R	550	1097	3853
NRP2	906	1859	6295
CPO	374	733	2633
CASP10	521	1056	3633
ABCA12	2595	5190	18165
SPAG16	318	588	2274
SUMF1	374	800	2566
NYAP2	653	1423	4454
ACKR3	362	738	2520
UBE2F	185	373	1292
HES6	224	535	1481
ANKMY1	941	1942	6527
DIS3L2	603	1228	4199
TAMM41	316	625	2219
VGLL4	290	636	1974
RAB5A	215	427	1508
FAM134A	178	419	1183
CTDSP1	261	566	1783
SLC4A3	1259	2873	8458
CNOT9	299	650	2041
4-Mar	410	862	2828
DNPEP	485	1057	3308
DYNC1LI1	523	1088	3619
RBMS3	420	844	2936
FAM198A	575	1270	3905
CSRNP1	589	1260	4041
SLC25A38	304	667	2069
SLC22A14	594	1260	4086
CTDSPL	276	558	1926
STAC	402	786	2832
IQSEC1	963	2030	6637
RPL32	153	302	1075
ARL6IP5	188	377	1315
LRIG1	1093	2367	7470
ITIH1	911	1895	6304
LRTM1	345	728	2377
CNPY2	182	372	1266
LIMD1	676	1456	4628
ZKSCAN7	754	1433	5353
NXPE3	559	1139	3892
ADGRG7	797	1619	5554
MYH15	1946	3681	13833
ABHD10	306	636	2118
TAGLN3	199	377	1414
PLA1A	456	951	3153
RABL3	236	479	1645
MAATS1	767	1492	5411
BOC	1115	2439	7596
ATP6V1A	617	1262	4291
MED12L	1809	3593	12688
EIF2A	580	1141	4079
ALDH1L1	912	1936	6272
RNF7	113	195	822
TRPC1	759	1457	5374
ISY1	307	600	2163
FTH1	183	336	1311
RUBCN	927	1890	6453
AMT	403	895	2732
TCTA	103	229	698
ABHD14A	271	652	1787
NICN1	213	460	1457
UCN2	112	273	735
STXBP5L	1186	2374	8300
EAF2	260	493	1847
ILDR1	502	1042	3476
TM4SF19	209	478	1403
SLIT2	1542	3027	10851
EIF2B5	721	1488	5001
AHSG	368	816	2496
VWA5B2	1024	2420	6796
DGKQ	942	2170	6308
CENPC	943	1794	6693
EPHA5	1037	2101	7232
CORIN	1042	1956	7422
ATP10D	1426	2871	9963
OCIAD2	99	203	688
SLC10A4	437	1001	2932
SLC10A6	377	798	2595
SCD5	256	540	1764
ENOPH1	261	529	1820
CABS1	395	817	2738
GC	474	947	3319
TRMT10A	339	605	2446
KLHL8	620	1224	4356
PYURF	114	255	771
TBCK	893	1792	6245
CISD2	135	280	935
DDIT4L	193	390	1347
AP1AR	302	565	2153
SPATA5	893	1860	6177
FABP2	132	248	940
CCNA2	432	877	3011
USP53	1073	1982	7675
SETD7	366	720	2574
NAF1	494	1040	3406
1-Mar	289	594	2007
SFRP2	295	579	2076
RPS3A	264	500	1876
PDGFC	50	105	345
GLRA3	464	897	3279
ROPN1L	230	460	1610
NDUFS6	124	263	853
6-Mar	910	1922	6268
NKD2	311	654	2145
CDH18	790	1606	5504
ADAMTS16	1224	2482	8534
SRD5A1	259	538	1793
MYO10	2069	4026	14595
FAM105A	356	674	2530
RPL37	97	205	668
SKP2	410	853	2837
OSMR	979	1882	6929
UGT3A1	523	1066	3641
PLK2	685	1329	4836
GZMA	262	536	1822
PELO	385	780	2685
HAPLN1	354	716	2470
BHMT	406	814	2840
ANKRD31	1873	3491	13366
IQGAP2	1575	3036	11139
CRHBP	322	660	2238
RASA1	1047	2137	7286
LIX1	282	556	1982
GTF2H2	395	776	2779
SPATA9	254	502	1784
TNFAIP8	188	339	1353
FEM1C	617	1226	4327
COMMD10	202	402	1416
MEGF10	1140	2215	8045
ADAMTS19	1213	2430	8487
YIPF5	257	503	1810
ARHGAP26	814	1595	5731
LECT2	151	312	1047
SLC25A48	291	646	1973
IL9	144	288	1008
TIMD4	378	821	2581
RNF145	691	1385	4834
GABRA6	453	922	3155
GABRB2	512	1030	3578
LARS	485	941	3424
SPINK7	85	167	598
PCYOX1L	494	1064	3382
GLRA1	449	892	3149
ZNF300	604	1101	4335
N4BP3	544	1227	3669
NHP2	153	321	1056
FGF18	207	431	1432
KCNMB1	191	402	1317
MYLK4	388	721	2771
FAM217A	508	971	3601
FARS2	451	889	3170
CDKAL1	579	1149	4062
PSD2	771	1638	5301
LRRTM2	516	1029	3615
ZMAT2	199	340	1451
GFRA3	400	861	2739
MRS2	393	833	2704
HIST1H2BA	127	263	880
KAAG1	84	200	556
TRIM7	511	1142	3457
HIGD2A	106	246	708
PLA2G7	441	843	3126
RNF44	432	979	2909
MUT	750	1532	5218
ABT1	272	587	1861
PPP1R18	613	1384	4133
DAAM2	1068	2159	7453
PRIM2	158	275	1147
MLIP	458	945	3177
HMGCLL1	340	708	2352
SCUBE3	993	1981	6956
FGD2	655	1369	4526
ANO7	933	2012	6385
CRIP3	217	432	1521
NFKBIE	500	1215	3285
CYP39A1	469	903	3318
PHIP	1821	3580	12809
HMGN3	77	156	537
MMS22L	1243	2416	8771
PM20D2	436	933	2991
CD164	184	418	1238
TBC1D32	1298	2461	9221
CLVS2	327	646	2297
GPR6	362	893	2365
TAAR2	306	583	2171
TAAR6	345	703	2402
TAAR8	342	693	2385
TAAR1	339	629	2422
VNN3	117	238	815
SLC18B1	456	999	3105
SLC2A12	617	1328	4225
SHPRH	1683	3256	11891
AIG1	245	491	1714
TIAM2	626	1255	4379
QKI	325	665	2260
PNLDC1	39	82	269
SLC22A3	556	1243	3761
VWDE	1590	3035	11275
GNA12	381	785	2644
FERD3L	166	350	1144
EGFR	1210	2411	8479
CDCA5	252	563	1705
IGFBP3	291	636	1983
IGFBP1	259	549	1782
KCTD7	258	579	1743
SSC4D	575	1323	3852
POMZP3	115	238	797
CCT6A	531	1098	3681
PSPH	225	464	1561
SUMF2	213	440	1477
LAT2	243	509	1678
ASB15	588	1203	4089
GIGYF1	1035	2238	7077
AGBL3	621	1193	4396
STRA8	330	648	2322
ZC3HAV1L	300	636	2064
TMEM140	185	431	1234
EPHA1	976	2147	6637
NOM1	860	1726	6014
ASB10	429	1021	2840
NLGN4X	816	1658	5686
DENND2A	1009	2131	6950
TMEM47	181	395	1234
SPIN2B	258	504	1818
CCNB3	1395	2651	9904
CDK16	570	1254	3876
ZNF630	533	956	3841
CHST7	486	1164	3210
NDUFB11	163	344	1123
RAB41	221	431	1558
TAF1	1893	3662	13375
GPR174	333	661	2336
NONO	471	928	3311
AWAT2	333	701	2296
SNX12	158	326	1096
ZNF711	761	1403	5446
CPXCR1	301	567	2142
RIPPLY1	151	323	1036
TBC1D8B	1114	2110	7916
FRMPD3	1810	3893	12397
HTR2C	458	950	3172
UPF3B	483	849	3498
DOCK11	2073	3936	14721
ARHGAP36	547	1189	3734
GPR119	335	743	2272
CT55	264	542	1834
MFHAS1	1052	2381	7087
DLC1	1528	3057	10695
FBXO25	291	532	2087
MAGEA4	317	676	2177
ATP6V1B2	511	1088	3511
ADRA1A	466	1006	3188
CHRNA6	494	978	3468
GNRH1	92	192	636
BIN3	253	482	1795
DOK2	412	921	2787
TNFRSF10B	440	937	3023
DOCK5	1870	3660	13170
STAR	285	588	1977
ERLIN2	339	665	2386
ST18	1047	2058	7365
RGS20	241	469	1700
TACC1	395	771	2784
GINS4	223	431	1576
ARMC1	282	573	1965
DNAJC5B	199	380	1411
CRH	196	462	1302
TRIM55	540	1059	3801
ADHFE1	38	83	259
MRPS28	187	403	1280
LACTB2	288	564	2028
PRDM14	571	1133	4006
TERF1	419	765	3006
SLC26A7	656	1320	4584
PSKH2	385	796	2669
SYBU	663	1384	4583
LRP12	859	1697	6034
RSPO2	243	436	1751
EIF3H	366	697	2597
NDUFB9	179	339	1272
TATDN1	297	548	2125
FAM83A	367	775	2528
C8orf76	380	720	2700
GSDMC	508	1001	3571
ZNF16	682	1259	4879
ARHGAP39	1083	2301	7446
SLC39A4	622	1466	4132
UHRF2	802	1600	5618
PLIN2	437	893	3040
CDKN2B	138	332	910
IFNA1	189	366	1335
ADAMTSL1	683	1385	4762
IFNK	207	349	1514
FBXO10	573	1190	3967
CNTNAP3B	380	781	2639
SIGMAR1	223	509	1498
CEP78	705	1435	4910
NTRK2	838	1662	5880
ZCCHC6	784	1436	5620
FAM120A	1118	2385	7677
C9orf3	566	1124	3970
OR13C4	318	667	2195
ZNF462	2506	4837	17717
OR1K1	316	730	2114
ASB6	421	912	2877
PTGES2	186	368	1306
CIZ1	870	1812	6018
LCN2	198	400	1382
PAEP	180	364	1256
IDI2	227	449	1594
LCN9	176	346	1238
PNPLA7	1317	2909	8944
SEC16A	751	1655	5104
DPH7	452	927	3141
NOTCH1	2555	5286	17709
CACNA1B	2237	4801	15332
NACC2	587	1310	3973
PROSER2	435	1026	2889
USP6NL	845	1703	5902
FAM188A	445	868	3137
CCDC7	486	881	3493
NRBF2	287	552	2031
TMEM26	169	352	1169
HERC4	947	1854	6669
GLUD1	558	1155	3867
HTR7	445	941	3064
RPP30	254	559	1727
ABLIM1	778	1560	5442
ADD3	674	1345	4721
VAX1	186	384	1290
NPFFR1	430	975	2895
TCF7L2	206	395	1459
SORBS1	1151	2399	7960
FUOM	154	361	1025
PAOX	511	1154	3445
CFAP43	870	1695	6135
PPRC1	1664	3838	11138
ITPRIP	547	1153	3770
BCCIP	314	562	2264
BTBD10	475	937	3338
ADM	185	410	1255
GAS2	313	625	2192
LIN7C	197	410	1363
LRRC4C	640	1329	4431
IMMP1L	166	329	1165
SAA4	130	248	922
CARS	726	1422	5112
PGAP2	315	657	2178
TUT1	165	394	1091
SCGB1A1	91	184	635
